Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
1962,Slovakia,36.597656,8.61324,0.377782,7.12
1962,Burkina Faso,0.084272,0.01699,0.00087,27.97475
1962,Philippines,10.335915,0.368127,0.106693,26.626167
1962,Syria,3.199872,0.656384,0.033031,19.397583
1962,Samoa,0.01832,0.157931,0.000189,26.348333
1962,Burundi,0.043968,0.015125,0.000454,19.813168
1962,Algeria,5.66101,0.487178,0.058436,23.182417
1962,Guyana,0.67784,1.118548,0.006997,26.27575
1962,Senegal,0.812665,0.239937,0.008389,28.163
1962,Kiribati,0.010992,0.255628,0.000113,26.658083
1962,Haiti,0.303874,0.075609,0.003137,26.471333
1962,Kyrgyzstan,9.164748,3.952026,0.094604,3.5964167
1962,Cameroon,0.289456,0.053613,0.002988,24.363167
1962,Mongolia,1.971232,1.949784,0.020348,-0.26266682
1963,Pakistan,15.600216,0.322405,0.152405,21.251083
1963,Latvia,7.816872,3.530656,0.076366,4.6155834
1963,Tajikistan,4.722251,2.037209,0.046134,5.053167
1963,Montenegro,0.621362,1.192633,0.00607,10.535084
1963,Afghanistan,0.706736,0.074058,0.006904,15.033417
1963,Norway,14.96528,4.081069,0.146202,-0.1834167
1963,Cape Verde,0.014626,0.067713,0.000143,24.468416
1963,Cyprus,0.98523,1.70455,0.009625,19.5685
1963,France,334.2264,7.027321,3.265195,12.072833
1963,Kazakhstan,106.650475,9.566781,1.041912,6.677417
1963,Haiti,0.248944,0.060748,0.002432,26.513584
1963,North Korea,32.826546,2.720808,0.320696,6.6965833
1963,Uzbekistan,51.704243,5.483534,0.50512,13.640083
1963,Zimbabwe,4.700377,1.124761,0.04592,20.7565
1963,Mexico,66.29219,1.598866,0.647636,20.879416
1963,Chad,0.0916,0.028769,0.000895,27.547916
1963,Central African Republic,0.07328,0.046409,0.000716,25.34675
1963,Estonia,15.246886,12.100703,0.148953,4.21925
1963,Brazil,55.550938,0.705203,0.5427,25.171583
1963,Cameroon,0.300448,0.054449,0.002935,24.553833
1963,Ethiopia,0.421213,0.0177,0.004115,23.074333
1963,Luxembourg,11.438176,35.303013,0.111744,8.022
1963,Uganda,0.432144,0.057913,0.004222,22.87875
1963,Guinea,0.69616,0.189534,0.006801,25.774334
1963,Nicaragua,0.842512,0.432946,0.008231,26.111584
1963,Burkina Faso,0.087936,0.017489,0.000859,28.361
1963,China,435.5176,0.627241,4.254751,7.0525
1963,Austria,36.94906,5.127541,0.360971,5.6509166
1963,Hungary,56.22779,5.568762,0.549312,9.36825
1963,Turkey,22.639942,0.76665,0.221179,12.284333
1963,Russia,1028.2184,8.278065,10.045089,-5.008167
1963,Oceania,114.48815,6.784885,1.118482,21.522333
1963,Tonga,0.010992,0.159304,0.000107,23.112751
1963,Ghana,1.72208,0.235901,0.016824,26.914501
1963,Syria,3.606276,0.716242,0.035231,18.66075
1963,Djibouti,0.065952,0.65299,0.000644,29.097584
1963,United Arab Emirates,0.021984,0.175872,0.000215,27.751667
1963,Dominica,0.014656,0.232635,0.000143,26.603916
1963,Germany,945.498,12.593039,9.236959,7.2205
1963,Gabon,0.07328,0.141467,0.000716,24.59625
1963,Mauritania,0.087936,0.094657,0.000859,27.756332
1963,Liberia,0.355408,0.298161,0.003472,25.729
1963,Suriname,0.53128,1.702821,0.00519,26.474834
1963,Togo,0.106256,0.065108,0.001038,27.03275
1963,Equatorial Guinea,0.025648,0.096421,0.000251,25.273834
1963,Vietnam,9.110377,0.255043,0.089003,23.757584
1963,Portugal,10.011581,1.125403,0.097807,14.624583
1963,Thailand,5.561604,0.185591,0.054334,26.129
1963,Bahrain,1.194464,6.710472,0.011669,26.2315
1963,Poland,230.99884,7.515579,2.256723,6.7350836
1963,Cambodia,0.388384,0.062805,0.003794,26.682499
1963,Moldova,12.70172,3.953228,0.124088,8.74475
1963,South Africa,109.72515,5.955879,1.07195,17.505833
1963,Mauritius,0.208848,0.29128,0.00204,23.146
1963,Sri Lanka,2.531527,0.238868,0.024732,27.107
1963,Georgia,12.909554,3.057687,0.126119,8.641417
1963,Netherlands,91.144585,7.641229,0.890429,8.263166
1963,Kiribati,0.01832,0.416364,0.000179,27.058834
1963,Denmark,40.66791,8.678599,0.397302,-17.228666
1963,Qatar,6.133536,98.928,0.059921,26.897501
1963,Costa Rica,0.600896,0.4041,0.00587,25.7835
1963,Lebanon,3.022839,1.522841,0.029531,18.511917
1963,Niger,0.087936,0.023805,0.000859,27.955084
1963,Singapore,3.395756,1.898131,0.033175,26.771166
1963,New Caledonia,0.619216,7.200186,0.006049,22.62925
1963,Rwanda,0.084272,0.027141,0.000823,18.964666
1963,Comoros,0.010992,0.05496,0.000107,25.466084
1963,Panama,1.182907,0.954727,0.011556,26.44725
1963,Europe,4585.5913,7.349599,44.79853,7.46
1963,Gambia,0.029312,0.075546,0.000286,27.855167
1963,Honduras,0.710578,0.320513,0.006942,24.794916
1963,Romania,69.45545,3.644043,0.678539,8.713166
1963,Seychelles,0.007328,0.162844,7.2e-05,26.770666
1963,Peru,10.223164,0.92417,0.099874,20.148834
1963,Canada,210.91078,11.133969,2.060474,-4.6120834
1963,Somalia,0.102592,0.034943,0.001002,26.535416
1963,British Virgin Islands,0.003664,0.458,3.6e-05,26.802418
1963,Jamaica,2.395454,1.405783,0.023402,26.117834
1963,Kenya,2.852859,0.319505,0.027871,23.945084
1963,Belarus,53.034683,6.349178,0.518118,5.173
1963,Samoa,0.021984,0.1832,0.000215,26.572083
1963,Tanzania,0.802416,0.07316,0.007839,22.031834
1963,Argentina,50.03266,2.328292,0.48879,14.847167
1963,Burundi,0.047632,0.01607,0.000465,19.778334
1963,Armenia,8.466814,4.074501,0.082716,9.273
1963,United States,3116.0225,15.985176,30.441706,9.08
1963,Egypt,21.52686,0.745622,0.210305,23.652
1963,Australia,100.934265,9.306986,0.986068,21.697832
1963,French Polynesia,0.065952,0.758069,0.000644,26.166916
1963,Azerbaijan,24.25282,5.620584,0.236936,11.787666
1963,South Korea,21.083172,0.766159,0.20597,11.489
1963,Cuba,13.025915,1.708765,0.127256,25.494583
1963,Finland,19.33649,4.27137,0.188906,1.28875
1963,Nepal,0.098928,0.009328,0.000966,14.905917
1963,Taiwan,15.108601,1.252267,0.147602,22.033333
1963,Belize,0.062288,0.62288,0.000609,25.101084
1963,Malaysia,5.827968,0.649428,0.056936,26.022083
1963,Belgium,105.67639,11.314389,1.032396,8.259666
1963,Laos,0.14656,0.064479,0.001432,23.66325
1963,Bangladesh,2.893242,0.055424,0.028265,25.105583
1963,Greenland,0.32976,9.421714,0.003222,-17.72575
1963,Guatemala,1.519936,0.330708,0.014849,23.211334
1963,Zambia,3.444491,1.025146,0.033651,21.014584
1963,Greece,12.239481,1.459688,0.119573,15.323083
1963,Yemen,2.916544,0.524841,0.028493,26.268667
1963,Lithuania,14.605543,5.059073,0.142688,5.2861667
1963,United Kingdom,603.3857,11.278026,5.894723,7.79075
1963,Malta,0.410368,1.28642,0.004009,18.614082
1963,North America,3421.4177,11.744817,33.42524,2.5966668
1963,South America,219.4071,1.361804,2.143478,22.20425
1963,Chile,17.336987,2.004276,0.169372,9.629
1963,Philippines,11.471815,0.395403,0.112073,26.485332
1963,Sudan,1.538006,0.186448,0.015025,27.510666
1963,Iraq,9.383364,1.189424,0.09167,22.331
1963,Jordan,1.218953,1.160908,0.011908,20.344667
1963,Malawi,0.346705,0.08813,0.003387,21.11225
1963,New Zealand,12.216528,4.828667,0.119348,10.249833
1963,Mozambique,1.659109,0.216058,0.016209,23.280916
1963,Solomon Islands,0.014656,0.113612,0.000143,26.560751
1963,Japan,324.83545,3.370047,3.173451,12.29325
1963,Dominican Republic,1.248503,0.343184,0.012197,25.828167
1963,Ireland,13.447305,4.800894,0.131372,8.78825
1963,Indonesia,22.763096,0.239574,0.222382,25.838583
1963,Saint Lucia,0.021984,0.236387,0.000215,27.149584
1963,Israel,8.199567,3.526695,0.080105,20.604666
1963,Guyana,0.615552,0.988045,0.006014,26.281
1963,Bolivia,1.212547,0.312593,0.011846,21.510916
1963,Slovakia,38.498108,8.955131,0.376104,7.1705832
1963,Sierra Leone,0.370064,0.152478,0.003615,26.354416
1963,Venezuela,56.151737,6.202556,0.548569,25.417084
1963,Libya,1.461936,0.90973,0.014282,23.027416
1963,Barbados,0.190528,0.814222,0.001861,26.961416
1963,Benin,0.120912,0.047547,0.001181,27.39875
1963,Kyrgyzstan,9.828707,4.093589,0.096021,4.4354167
1963,Sweden,55.313057,7.248468,0.540376,2.35075
1963,Albania,2.081152,1.162006,0.020332,13.085834
1963,Grenada,0.014656,0.157591,0.000143,27.220917
1963,Tunisia,1.944128,0.443865,0.018993,20.225834
1963,Bahamas,0.707152,5.568126,0.006908,25.151333
1963,Nigeria,5.343636,0.111249,0.052204,27.077084
1963,Congo,0.234496,0.213761,0.002291,24.6915
1963,Croatia,6.793762,1.587699,0.066371,11.05025
1963,Fiji,0.241824,0.554642,0.002362,25.087166
1963,Uruguay,4.314824,1.637504,0.042153,17.5035
1963,Angola,1.149723,0.202452,0.011232,21.83775
1963,Aruba,0.679088,11.913825,0.006634,28.31725
1963,India,142.65231,0.297921,1.393629,24.09575
1963,Iran,41.304935,1.744296,0.403525,18.258917
1963,Ecuador,1.79432,0.362562,0.017529,22.016916
1963,Iceland,1.303997,7.010737,0.012739,1.5729167
1963,Africa,175.71198,0.585761,1.716603,24.266666
1963,Papua New Guinea,0.25648,0.107494,0.002506,24.471666
1963,Asia,1422.834,0.785275,13.900251,7.8918333
1963,Paraguay,0.410309,0.199179,0.004008,24.331
1963,Colombia,21.23278,1.204355,0.207432,25.05025
1963,Italy,164.55624,3.235729,1.607618,12.604584
1963,Hong Kong,4.245685,1.282297,0.041478,23.135
1963,Madagascar,0.461486,0.084121,0.004508,22.545334
1963,Serbia,18.310804,2.370331,0.178886,9.99875
1963,Mongolia,1.601168,1.53663,0.015642,0.44741666
1963,Saudi Arabia,6.938814,1.536155,0.067788,25.9515
1963,Switzerland,29.066696,5.188628,0.283965,6.3170834
1963,Turkmenistan,19.243656,10.847608,0.187999,15.902833
1963,Morocco,3.954059,0.293371,0.038629,17.779
1963,Kuwait,17.011951,44.886417,0.166197,25.459833
1963,Ukraine,310.46918,7.010074,3.033101,7.409583
1963,Mali,0.175872,0.032318,0.001718,28.689083
1963,Algeria,5.419154,0.454894,0.052942,23.317833
1963,Senegal,0.860267,0.247061,0.008404,28.248499
1963,Slovenia,5.194517,3.218412,0.050747,9.277166
1963,Montserrat,0.003664,0.305333,3.6e-05,26.84075
1963,Spain,58.742905,1.868829,0.573884,13.39525
1963,Bulgaria,34.37406,4.248432,0.335814,10.57175
1963,El Salvador,1.124521,0.372481,0.010986,25.06575
1964,Mauritius,0.307776,0.418174,0.002858,23.125
1964,Fiji,0.424905,0.94214,0.003945,25.310167
1964,Cambodia,0.340723,0.053818,0.003164,27.014166
1964,Grenada,0.021984,0.233872,0.000204,26.891666
1964,Suriname,0.60456,1.88925,0.005614,26.514334
1964,Aruba,0.660275,11.583772,0.006131,28.076416
1964,Mozambique,2.139033,0.272246,0.019862,23.436916
1964,Yemen,3.631024,0.64357,0.033715,26.099083
1964,Australia,108.87577,9.839654,1.010954,21.65075
1964,Norway,16.17032,4.376271,0.150148,0.6056667
1964,Guyana,0.648528,1.016502,0.006022,26.395666
1964,Haiti,0.30021,0.071855,0.002788,26.5485
1964,Portugal,11.007419,1.238458,0.102208,15.1195
1964,Luxembourg,12.295552,37.601074,0.114169,9.362583
1964,Singapore,3.699838,2.01626,0.034354,26.664667
1964,Africa,192.86621,0.627401,1.790838,23.99375
1964,China,435.70374,0.615179,4.045678,6.7460833
1964,Greece,13.201597,1.568072,0.122582,14.64525
1964,Malawi,0.329641,0.081756,0.003061,21.245667
1964,Comoros,0.010992,0.053882,0.000102,25.469084
1964,Malaysia,7.399409,0.79959,0.068706,26.036251
1964,Lebanon,3.261058,1.597775,0.03028,17.334166
1964,Spain,64.32381,2.02327,0.597272,14.064751
1964,Equatorial Guinea,0.025648,0.094642,0.000238,24.885666
1964,Cuba,14.279003,1.832286,0.132586,25.803167
1964,Indonesia,22.374266,0.229252,0.207754,25.8355
1964,Japan,358.89108,3.685508,3.332443,12.34975
1964,United Kingdom,607.86597,11.28122,5.644272,8.679167
1964,Belgium,103.55399,11.023418,0.961539,9.594167
1964,Liberia,0.483648,0.397084,0.004491,25.413918
1964,Zimbabwe,4.469069,1.033789,0.041497,21.080584
1964,Sweden,60.36807,7.853268,0.560541,3.0279167
1964,Switzerland,28.125711,4.923107,0.261158,7.392
1964,Kazakhstan,113.42382,9.85266,1.053184,4.974583
1964,Argentina,55.67004,2.550863,0.516918,14.43125
1964,Vietnam,11.78784,0.320496,0.109455,23.953667
1964,French Polynesia,0.065952,0.7328,0.000612,25.964832
1964,Turkmenistan,20.464687,11.164586,0.190023,14.1575
1964,Algeria,5.643044,0.461712,0.052398,23.1475
1964,Mali,0.175872,0.031953,0.001633,28.441666
1964,Bangladesh,2.974612,0.05535,0.02762,25.304583
1964,Djibouti,0.084272,0.780296,0.000782,28.643833
1964,Latvia,8.313301,3.709639,0.077192,5.51325
1964,Sierra Leone,0.304112,0.123272,0.002824,26.03425
1964,Angola,1.222914,0.213237,0.011355,21.686417
1964,Cape Verde,0.029253,0.131179,0.000272,24.225166
1964,Egypt,25.491247,0.859884,0.236696,22.473083
1964,Central African Republic,0.07328,0.045544,0.00068,25.15275
1964,India,139.68796,0.285749,1.297057,24.0705
1964,Canada,237.57773,12.319941,2.206001,-5.457
1964,North America,3599.6797,12.146758,33.424423,1.9270833
1964,Austria,38.896435,5.360589,0.361168,6.2033334
1964,Saint Lucia,0.021984,0.231411,0.000204,26.871082
1964,El Salvador,1.230747,0.395739,0.011428,25.143833
1964,Hong Kong,4.220066,1.244857,0.039185,22.901
1964,Dominica,0.014656,0.229,0.000136,26.394167
1964,Nicaragua,0.948738,0.47295,0.008809,26.14975
1964,Peru,12.252782,1.076411,0.113772,19.953167
1964,Qatar,6.269104,92.1927,0.058211,26.258833
1964,Serbia,20.743849,2.665962,0.192615,9.692666
1964,Uganda,0.490679,0.063568,0.004556,22.8095
1964,Tunisia,2.753486,0.617235,0.025567,20.096083
1964,Benin,0.142896,0.055258,0.001327,27.046333
1964,Poland,242.88048,7.819971,2.25524,7.2534165
1964,Tanzania,1.033248,0.09147,0.009594,22.075584
1964,Armenia,9.004413,4.197862,0.083609,8.057667
1964,North Korea,35.618187,2.900032,0.330729,7.06325
1964,Nepal,0.150224,0.01393,0.001395,15.207167
1964,Philippines,12.82282,0.428012,0.119065,26.719084
1964,Barbados,0.179536,0.763983,0.001667,26.673334
1964,Colombia,21.682947,1.193009,0.201335,24.979166
1964,Brazil,56.666676,0.699028,0.526172,24.734083
1964,Albania,2.0152,1.092842,0.018712,12.515333
1964,Oceania,124.04876,7.199997,1.151841,21.493416
1964,Europe,4794.557,7.613901,44.519325,7.999167
1964,Bahamas,1.084544,8.093612,0.01007,25.454166
1964,Ireland,14.216062,5.055499,0.132002,9.751
1964,Russia,1093.5194,8.718095,10.153752,-5.7858334
1964,Iran,47.519077,1.954874,0.441233,16.906334
1964,Kenya,2.82325,0.30611,0.026215,23.764833
1964,Madagascar,0.483468,0.08595,0.004489,22.488333
1964,Chile,17.505144,1.98426,0.162542,9.435833
1964,Costa Rica,0.674057,0.437699,0.006259,25.677084
1964,Dominican Republic,1.74651,0.464868,0.016217,25.808334
1964,Montserrat,0.007328,0.610667,6.8e-05,26.65375
1964,Afghanistan,0.838551,0.086049,0.007786,13.084916
1964,Slovenia,5.886433,3.62912,0.054658,9.514167
1964,Rwanda,0.03664,0.01158,0.00034,19.142166
1964,Burkina Faso,0.10992,0.021557,0.001021,28.023832
1964,Guatemala,1.768969,0.37391,0.016426,23.449917
1964,Bahrain,1.597504,8.72953,0.014833,25.431084
1964,Lithuania,15.532583,5.306656,0.144226,5.8989167
1964,Denmark,43.146927,9.133558,0.400636,-18.04225
1964,Samoa,0.025648,0.20852,0.000238,26.3505
1964,Congo,0.267472,0.237753,0.002484,24.451416
1964,Kiribati,0.01832,0.407111,0.00017,26.427668
1964,Somalia,0.135568,0.045174,0.001259,26.780916
1964,South Korea,22.195154,0.786783,0.206091,12.588167
1964,Solomon Islands,0.01832,0.137744,0.00017,26.730417
1964,Togo,0.131904,0.079365,0.001225,26.722084
1964,Belarus,56.402245,6.692246,0.523717,5.8035
1964,Honduras,0.721511,0.316452,0.0067,24.98275
1964,Jamaica,4.062248,2.346764,0.03772,26.405916
1964,Iceland,1.307601,6.918524,0.012142,2.4496667
1964,Senegal,0.922496,0.25768,0.008566,28.043333
1964,Mongolia,2.044512,1.901872,0.018984,-0.7844998
1964,South America,230.18794,1.391461,2.137384,21.820583
1964,Saudi Arabia,7.041168,1.505488,0.06538,25.2745
1964,Gabon,0.190528,0.36291,0.001769,24.26375
1964,Azerbaijan,25.792164,5.786889,0.23949,10.8025
1964,Pakistan,16.038961,0.323184,0.148928,20.141834
1964,Chad,0.098928,0.030468,0.000919,26.979834
1964,France,345.5381,7.17122,3.208455,12.990417
1964,Mauritania,0.117248,0.122516,0.001089,27.862167
1964,Uruguay,4.552718,1.708337,0.042274,16.531334
1964,Georgia,13.729272,3.195083,0.127482,7.681333
1964,Bolivia,1.479989,0.373923,0.013742,20.837084
1964,Sri Lanka,2.271383,0.209344,0.021091,27.24
1964,Tonga,0.010992,0.152667,0.000102,23.463333
1964,Germany,968.9175,12.803328,8.996775,8.236334
1964,Slovakia,40.06586,9.225388,0.372027,7.2747498
1964,Greenland,0.315104,8.752889,0.002926,-18.574417
1964,Syria,4.361268,0.838705,0.040496,17.6235
1964,Tajikistan,5.022151,2.090821,0.046633,3.3668334
1964,British Virgin Islands,0.007328,0.814222,6.8e-05,26.67975
1964,Jordan,1.240848,1.125996,0.011522,19.022333
1964,Belize,0.084272,0.818175,0.000782,25.496
1964,Mexico,74.20013,1.734823,0.688977,20.586334
1964,New Caledonia,1.0992,12.350562,0.010206,23.022083
1964,Libya,0.663184,0.397592,0.006158,22.251167
1964,Oman,0.010992,0.018049,0.000102,26.522583
1964,Hungary,62.341167,6.152291,0.578862,9.3105
1964,Israel,9.137254,3.788248,0.084843,19.325083
1964,Kyrgyzstan,10.453017,4.206445,0.09706,2.7025836
1964,United States,3252.7551,16.477322,30.203094,8.491667
1964,Taiwan,16.907179,1.354525,0.15699,22.398666
1964,Nigeria,7.2667,0.148097,0.067474,26.630667
1964,Guinea,0.699824,0.187319,0.006498,25.497833
1964,Ecuador,2.142281,0.42055,0.019892,21.886168
1964,Bulgaria,42.818066,5.248598,0.397582,10.332083
1964,Kuwait,25.314575,59.70419,0.235056,24.548
1964,Papua New Guinea,0.267472,0.10989,0.002484,24.599834
1964,Zambia,3.274992,0.945709,0.03041,21.1295
1964,Finland,22.827688,5.017075,0.211964,1.9111667
1964,Thailand,7.470283,0.241905,0.069364,26.243584
1964,Netherlands,96.7766,8.005344,0.898608,9.553166
1964,Panama,1.241591,0.973034,0.011529,26.544083
1964,Venezuela,56.550014,6.035865,0.525089,25.364416
1964,Ukraine,330.18823,7.370767,3.065926,7.46475
1964,New Zealand,13.091956,5.072435,0.121564,10.394167
1964,Burundi,0.047632,0.015741,0.000442,19.995834
1964,Niger,0.095264,0.02505,0.000885,27.4075
1964,Romania,72.037025,3.750561,0.668892,8.539333
1964,Ethiopia,0.406526,0.016663,0.003775,22.847584
1964,Iraq,9.063972,1.115978,0.084162,21.37325
1964,United Arab Emirates,0.01832,0.132754,0.00017,27.1445
1964,Gambia,0.029312,0.07402,0.000272,27.607
1964,Italy,175.72107,3.427166,1.631638,12.991333
1964,Ghana,1.6488,0.219139,0.01531,26.534084
1964,Morocco,4.41504,0.318591,0.040995,17.9755
1964,Croatia,7.70174,1.789022,0.071514,11.072416
1964,Cameroon,0.337088,0.059736,0.00313,24.292084
1964,Sudan,1.702685,0.200222,0.01581,26.671333
1964,Uzbekistan,54.98591,5.632071,0.510565,11.745
1964,Turkey,26.302961,0.869692,0.244233,11.2699995
1964,Cyprus,0.999975,1.727073,0.009285,18.613083
1964,Moldova,13.508358,4.12343,0.12543,8.841667
1964,Malta,0.498304,1.552349,0.004627,18.503416
1964,Montenegro,0.703975,1.330766,0.006537,10.099083
1964,South Africa,119.54602,6.326525,1.110031,17.262
1964,Estonia,16.208803,12.712787,0.150505,5.1775002
1964,Paraguay,0.432263,0.204283,0.004014,23.098
1964,Seychelles,0.007328,0.159304,6.8e-05,26.734833
1964,Laos,0.172208,0.074004,0.001599,23.822666
1964,Asia,1504.58,0.812519,13.970609,7.229417
1965,New Caledonia,1.231104,13.528615,0.010924,22.11825
1965,Albania,2.172752,1.145966,0.01928,12.378417
1965,Liberia,0.556928,0.447332,0.004942,25.2985
1965,United Kingdom,622.11163,11.469398,5.520416,8.1545
1965,North America,3751.2769,12.451255,33.287605,2.0695
1965,Tonga,0.010992,0.148541,9.7e-05,22.714083
1965,Burkina Faso,0.102592,0.019825,0.00091,27.89175
1965,Costa Rica,0.845909,0.531016,0.007506,25.869583
1965,Bahrain,1.22744,6.56385,0.010892,26.294167
1965,Sweden,62.562214,8.076712,0.555157,1.8694999
1965,Armenia,9.552024,4.320228,0.084762,8.496083
1965,Italy,189.52838,3.667558,1.681813,12.455584
1965,Syria,3.672258,0.683465,0.032586,18.188667
1965,Tunisia,2.460363,0.540977,0.021832,19.972834
1965,Turkey,27.352957,0.883123,0.242721,11.671417
1965,Montserrat,0.003664,0.305333,3.3e-05,26.378416
1965,Senegal,1.692025,0.459415,0.015014,27.591167
1965,Bolivia,1.50933,0.373689,0.013393,21.23275
1965,South Africa,128.14005,6.610268,1.137073,17.399918
1965,Bangladesh,3.121306,0.056357,0.027697,25.0385
1965,Suriname,0.795088,2.416681,0.007055,26.485083
1965,Uganda,0.626009,0.078388,0.005555,23.02975
1965,Mauritania,0.161216,0.163505,0.001431,27.298666
1965,Greenland,0.344416,9.063579,0.003056,-17.530582
1965,New Zealand,13.685286,5.209473,0.121439,10.144334
1965,North Korea,44.222122,3.524237,0.392413,6.5661664
1965,Sri Lanka,2.656043,0.239046,0.023569,27.088917
1965,Oman,0.025648,0.041037,0.000228,26.852167
1965,Netherlands,100.40358,8.197549,0.890949,9.111584
1965,Uruguay,5.51629,2.046861,0.04895,17.615084
1965,Ireland,13.717431,4.857447,0.121724,9.068916
1965,Indonesia,24.668226,0.246025,0.218898,25.70175
1965,Russia,1159.9854,9.169555,10.293332,-5.9074163
1965,Sudan,2.223333,0.253516,0.019729,27.055334
1965,Argentina,58.80485,2.653648,0.521815,14.909583
1965,Chad,0.106256,0.032102,0.000943,26.8855
1965,Australia,120.85267,10.682637,1.072407,22.092083
1965,Serbia,21.343699,2.724148,0.189397,9.712167
1965,Togo,0.131904,0.077182,0.00117,26.796833
1965,Tanzania,1.161488,0.099827,0.010307,22.1165
1965,Sierra Leone,0.282128,0.112491,0.002504,25.896084
1965,Somalia,0.131904,0.042993,0.00117,26.499666
1965,Croatia,7.930969,1.832056,0.070377,10.923083
